iter,cost,error_rates,gamma
1,0.001,0.24128686327077747,NA
1,0.0021379620895022326,0.2520107238605898,NA
1,0.004570881896148752,0.2386058981233244,NA
1,0.009772372209558112,0.2037533512064343,NA
1,0.020892961308540396,0.20911528150134048,NA
1,0.04466835921509633,0.2064343163538874,NA
1,0.09549925860214359,0.21179624664879357,NA
1,0.20417379446695297,0.19302949061662197,NA
1,0.4365158322401661,0.20107238605898123,NA
1,0.9332543007969915,0.21983914209115282,NA
1,1.9952623149688808,0.20911528150134048,NA
1,4.26579518801593,0.19571045576407506,NA
1,9.120108393559097,0.19839142091152814,NA
1,19.498445997580454,0.22788203753351208,NA
1,41.68693834703355,0.21447721179624665,NA
1,89.12509381337459,0.20107238605898123,NA
1,190.54607179632484,0.18498659517426275,NA
1,407.380277804113,0.21715817694369974,NA
1,870.9635899560815,0.3002680965147453,NA
1,1862.0871366628694,0.2064343163538874,NA
1,3981.0717055349774,0.18230563002680966,NA
1,8511.380382023777,0.23056300268096513,NA
2,0.001,0.19839142091152814,NA
2,0.0021379620895022326,0.2359249329758713,NA
2,0.004570881896148752,0.24396782841823056,NA
2,0.009772372209558112,0.20107238605898123,NA
2,0.020892961308540396,0.22788203753351208,NA
2,0.04466835921509633,0.22788203753351208,NA
2,0.09549925860214359,0.2520107238605898,NA
2,0.20417379446695297,0.21715817694369974,NA
2,0.4365158322401661,0.2037533512064343,NA
2,0.9332543007969915,0.21179624664879357,NA
2,1.9952623149688808,0.2386058981233244,NA
2,4.26579518801593,0.23324396782841822,NA
2,9.120108393559097,0.2064343163538874,NA
2,19.498445997580454,0.22788203753351208,NA
2,41.68693834703355,0.2359249329758713,NA
2,89.12509381337459,0.23056300268096513,NA
2,190.54607179632484,0.22788203753351208,NA
2,407.380277804113,0.18230563002680966,NA
2,870.9635899560815,0.21447721179624665,NA
2,1862.0871366628694,0.23324396782841822,NA
2,3981.0717055349774,0.2359249329758713,NA
2,8511.380382023777,0.19839142091152814,NA
3,0.001,0.16353887399463807,NA
3,0.0021379620895022326,0.28418230563002683,NA
3,0.004570881896148752,0.19571045576407506,NA
3,0.009772372209558112,0.2359249329758713,NA
3,0.020892961308540396,0.225201072386059,NA
3,0.04466835921509633,0.19839142091152814,NA
3,0.09549925860214359,0.2037533512064343,NA
3,0.20417379446695297,0.21983914209115282,NA
3,0.4365158322401661,0.24932975871313673,NA
3,0.9332543007969915,0.24932975871313673,NA
3,1.9952623149688808,0.2225201072386059,NA
3,4.26579518801593,0.1876675603217158,NA
3,9.120108393559097,0.21447721179624665,NA
3,19.498445997580454,0.21179624664879357,NA
3,41.68693834703355,0.2359249329758713,NA
3,89.12509381337459,0.19302949061662197,NA
3,190.54607179632484,0.1769436997319035,NA
3,407.380277804113,0.21179624664879357,NA
3,870.9635899560815,0.21179624664879357,NA
3,1862.0871366628694,0.19302949061662197,NA
3,3981.0717055349774,0.23056300268096513,NA
3,8511.380382023777,0.2359249329758713,NA
4,0.001,0.23056300268096513,NA
4,0.0021379620895022326,0.21983914209115282,NA
4,0.004570881896148752,0.21179624664879357,NA
4,0.009772372209558112,0.20107238605898123,NA
4,0.020892961308540396,0.19839142091152814,NA
4,0.04466835921509633,0.2225201072386059,NA
4,0.09549925860214359,0.21983914209115282,NA
4,0.20417379446695297,0.21179624664879357,NA
4,0.4365158322401661,0.2386058981233244,NA
4,0.9332543007969915,0.23056300268096513,NA
4,1.9952623149688808,0.24396782841823056,NA
4,4.26579518801593,0.20911528150134048,NA
4,9.120108393559097,0.2037533512064343,NA
4,19.498445997580454,0.23324396782841822,NA
4,41.68693834703355,0.20107238605898123,NA
4,89.12509381337459,0.24128686327077747,NA
4,190.54607179632484,0.21447721179624665,NA
4,407.380277804113,0.21447721179624665,NA
4,870.9635899560815,0.257372654155496,NA
4,1862.0871366628694,0.21983914209115282,NA
4,3981.0717055349774,0.1769436997319035,NA
4,8511.380382023777,0.21983914209115282,NA
5,0.001,0.2386058981233244,NA
5,0.0021379620895022326,0.2386058981233244,NA
5,0.004570881896148752,0.23056300268096513,NA
5,0.009772372209558112,0.2225201072386059,NA
5,0.020892961308540396,0.21179624664879357,NA
5,0.04466835921509633,0.1903485254691689,NA
5,0.09549925860214359,0.2064343163538874,NA
5,0.20417379446695297,0.24396782841823056,NA
5,0.4365158322401661,0.18498659517426275,NA
5,0.9332543007969915,0.1903485254691689,NA
5,1.9952623149688808,0.20107238605898123,NA
5,4.26579518801593,0.2386058981233244,NA
5,9.120108393559097,0.18230563002680966,NA
5,19.498445997580454,0.21179624664879357,NA
5,41.68693834703355,0.19302949061662197,NA
5,89.12509381337459,0.21983914209115282,NA
5,190.54607179632484,0.23324396782841822,NA
5,407.380277804113,0.225201072386059,NA
5,870.9635899560815,0.21447721179624665,NA
5,1862.0871366628694,0.225201072386059,NA
5,3981.0717055349774,0.19302949061662197,NA
5,8511.380382023777,0.1876675603217158,NA
6,0.001,0.19571045576407506,NA
6,0.0021379620895022326,0.2225201072386059,NA
6,0.004570881896148752,0.21983914209115282,NA
6,0.009772372209558112,0.20107238605898123,NA
6,0.020892961308540396,0.19571045576407506,NA
6,0.04466835921509633,0.21447721179624665,NA
6,0.09549925860214359,0.24128686327077747,NA
6,0.20417379446695297,0.21715817694369974,NA
6,0.4365158322401661,0.21715817694369974,NA
6,0.9332543007969915,0.20107238605898123,NA
6,1.9952623149688808,0.21447721179624665,NA
6,4.26579518801593,0.225201072386059,NA
6,9.120108393559097,0.22788203753351208,NA
6,19.498445997580454,0.23324396782841822,NA
6,41.68693834703355,0.1903485254691689,NA
6,89.12509381337459,0.24932975871313673,NA
6,190.54607179632484,0.19571045576407506,NA
6,407.380277804113,0.225201072386059,NA
6,870.9635899560815,0.1769436997319035,NA
6,1862.0871366628694,0.2064343163538874,NA
6,3981.0717055349774,0.23324396782841822,NA
6,8511.380382023777,0.21983914209115282,NA
7,0.001,0.21447721179624665,NA
7,0.0021379620895022326,0.2359249329758713,NA
7,0.004570881896148752,0.23324396782841822,NA
7,0.009772372209558112,0.20107238605898123,NA
7,0.020892961308540396,0.2359249329758713,NA
7,0.04466835921509633,0.2386058981233244,NA
7,0.09549925860214359,0.225201072386059,NA
7,0.20417379446695297,0.2386058981233244,NA
7,0.4365158322401661,0.2225201072386059,NA
7,0.9332543007969915,0.2064343163538874,NA
7,1.9952623149688808,0.2037533512064343,NA
7,4.26579518801593,0.23324396782841822,NA
7,9.120108393559097,0.20911528150134048,NA
7,19.498445997580454,0.2359249329758713,NA
7,41.68693834703355,0.21447721179624665,NA
7,89.12509381337459,0.26005361930294907,NA
7,190.54607179632484,0.22788203753351208,NA
7,407.380277804113,0.21715817694369974,NA
7,870.9635899560815,0.2386058981233244,NA
7,1862.0871366628694,0.20107238605898123,NA
7,3981.0717055349774,0.2359249329758713,NA
7,8511.380382023777,0.18498659517426275,NA
8,0.001,0.21983914209115282,NA
8,0.0021379620895022326,0.21447721179624665,NA
8,0.004570881896148752,0.20911528150134048,NA
8,0.009772372209558112,0.2037533512064343,NA
8,0.020892961308540396,0.21179624664879357,NA
8,0.04466835921509633,0.21715817694369974,NA
8,0.09549925860214359,0.23056300268096513,NA
8,0.20417379446695297,0.225201072386059,NA
8,0.4365158322401661,0.21983914209115282,NA
8,0.9332543007969915,0.2386058981233244,NA
8,1.9952623149688808,0.21983914209115282,NA
8,4.26579518801593,0.21715817694369974,NA
8,9.120108393559097,0.21179624664879357,NA
8,19.498445997580454,0.18498659517426275,NA
8,41.68693834703355,0.2225201072386059,NA
8,89.12509381337459,0.19571045576407506,NA
8,190.54607179632484,0.2975871313672922,NA
8,407.380277804113,0.19839142091152814,NA
8,870.9635899560815,0.19302949061662197,NA
8,1862.0871366628694,0.24396782841823056,NA
8,3981.0717055349774,0.21447721179624665,NA
8,8511.380382023777,0.2064343163538874,NA
9,0.001,0.1903485254691689,NA
9,0.0021379620895022326,0.19571045576407506,NA
9,0.004570881896148752,0.22788203753351208,NA
9,0.009772372209558112,0.18230563002680966,NA
9,0.020892961308540396,0.24128686327077747,NA
9,0.04466835921509633,0.24396782841823056,NA
9,0.09549925860214359,0.21447721179624665,NA
9,0.20417379446695297,0.21715817694369974,NA
9,0.4365158322401661,0.20911528150134048,NA
9,0.9332543007969915,0.19302949061662197,NA
9,1.9952623149688808,0.23324396782841822,NA
9,4.26579518801593,0.19571045576407506,NA
9,9.120108393559097,0.2064343163538874,NA
9,19.498445997580454,0.225201072386059,NA
9,41.68693834703355,0.24664879356568364,NA
9,89.12509381337459,0.21715817694369974,NA
9,190.54607179632484,0.22788203753351208,NA
9,407.380277804113,0.23056300268096513,NA
9,870.9635899560815,0.21715817694369974,NA
9,1862.0871366628694,0.24932975871313673,NA
9,3981.0717055349774,0.225201072386059,NA
9,8511.380382023777,0.21983914209115282,NA
10,0.001,0.2386058981233244,NA
10,0.0021379620895022326,0.18230563002680966,NA
10,0.004570881896148752,0.21715817694369974,NA
10,0.009772372209558112,0.18230563002680966,NA
10,0.020892961308540396,0.1903485254691689,NA
10,0.04466835921509633,0.24932975871313673,NA
10,0.09549925860214359,0.23056300268096513,NA
10,0.20417379446695297,0.23056300268096513,NA
10,0.4365158322401661,0.23324396782841822,NA
10,0.9332543007969915,0.23324396782841822,NA
10,1.9952623149688808,0.21447721179624665,NA
10,4.26579518801593,0.21447721179624665,NA
10,9.120108393559097,0.20107238605898123,NA
10,19.498445997580454,0.2359249329758713,NA
10,41.68693834703355,0.2386058981233244,NA
10,89.12509381337459,0.19302949061662197,NA
10,190.54607179632484,0.225201072386059,NA
10,407.380277804113,0.257372654155496,NA
10,870.9635899560815,0.2359249329758713,NA
10,1862.0871366628694,0.24128686327077747,NA
10,3981.0717055349774,0.21447721179624665,NA
10,8511.380382023777,0.19839142091152814,NA
1,NA,0.23324396782841822,1e-4
1,NA,0.20107238605898123,2.1379620895022324e-4
1,NA,0.2386058981233244,4.570881896148752e-4
1,NA,0.225201072386059,9.77237220955811e-4
1,NA,0.20911528150134048,0.0020892961308540407
1,NA,0.2037533512064343,0.004466835921509635
1,NA,0.23056300268096513,0.009549925860214359
1,NA,0.2037533512064343,0.020417379446695295
1,NA,0.2064343163538874,0.04365158322401661
1,NA,0.24664879356568364,0.09332543007969915
1,NA,0.19302949061662197,0.19952623149688808
1,NA,0.21179624664879357,0.426579518801593
1,NA,0.2359249329758713,0.9120108393559097
1,NA,0.2037533512064343,1.9498445997580456
1,NA,0.24932975871313673,4.168693834703355
1,NA,0.2225201072386059,8.91250938133746
1,NA,0.257372654155496,19.054607179632484
1,NA,0.17158176943699732,40.7380277804113
1,NA,0.24396782841823056,87.09635899560814
1,NA,0.2037533512064343,186.20871366628694
1,NA,0.257372654155496,398.1071705534977
1,NA,0.22788203753351208,851.1380382023776
2,NA,0.1769436997319035,1e-4
2,NA,0.23056300268096513,2.1379620895022324e-4
2,NA,0.20107238605898123,4.570881896148752e-4
2,NA,0.2037533512064343,9.77237220955811e-4
2,NA,0.23056300268096513,0.0020892961308540407
2,NA,0.20911528150134048,0.004466835921509635
2,NA,0.257372654155496,0.009549925860214359
2,NA,0.23056300268096513,0.020417379446695295
2,NA,0.20911528150134048,0.04365158322401661
2,NA,0.2386058981233244,0.09332543007969915
2,NA,0.2680965147453083,0.19952623149688808
2,NA,0.2225201072386059,0.426579518801593
2,NA,0.20107238605898123,0.9120108393559097
2,NA,0.23056300268096513,1.9498445997580456
2,NA,0.21179624664879357,4.168693834703355
2,NA,0.20107238605898123,8.91250938133746
2,NA,0.2037533512064343,19.054607179632484
2,NA,0.22788203753351208,40.7380277804113
2,NA,0.24128686327077747,87.09635899560814
2,NA,0.2386058981233244,186.20871366628694
2,NA,0.21983914209115282,398.1071705534977
2,NA,0.21179624664879357,851.1380382023776
3,NA,0.225201072386059,1e-4
3,NA,0.21179624664879357,2.1379620895022324e-4
3,NA,0.23056300268096513,4.570881896148752e-4
3,NA,0.18498659517426275,9.77237220955811e-4
3,NA,0.2680965147453083,0.0020892961308540407
3,NA,0.23056300268096513,0.004466835921509635
3,NA,0.18498659517426275,0.009549925860214359
3,NA,0.21983914209115282,0.020417379446695295
3,NA,0.21715817694369974,0.04365158322401661
3,NA,0.28150134048257375,0.09332543007969915
3,NA,0.21715817694369974,0.19952623149688808
3,NA,0.20911528150134048,0.426579518801593
3,NA,0.2546916890080429,0.9120108393559097
3,NA,0.23056300268096513,1.9498445997580456
3,NA,0.23324396782841822,4.168693834703355
3,NA,0.2359249329758713,8.91250938133746
3,NA,0.2064343163538874,19.054607179632484
3,NA,0.2359249329758713,40.7380277804113
3,NA,0.2064343163538874,87.09635899560814
3,NA,0.17962466487935658,186.20871366628694
3,NA,0.2225201072386059,398.1071705534977
3,NA,0.2064343163538874,851.1380382023776
4,NA,0.225201072386059,1e-4
4,NA,0.24128686327077747,2.1379620895022324e-4
4,NA,0.23324396782841822,4.570881896148752e-4
4,NA,0.24396782841823056,9.77237220955811e-4
4,NA,0.225201072386059,0.0020892961308540407
4,NA,0.19302949061662197,0.004466835921509635
4,NA,0.23056300268096513,0.009549925860214359
4,NA,0.23056300268096513,0.020417379446695295
4,NA,0.21179624664879357,0.04365158322401661
4,NA,0.26273458445040215,0.09332543007969915
4,NA,0.21983914209115282,0.19952623149688808
4,NA,0.24932975871313673,0.426579518801593
4,NA,0.22788203753351208,0.9120108393559097
4,NA,0.2037533512064343,1.9498445997580456
4,NA,0.26005361930294907,4.168693834703355
4,NA,0.2359249329758713,8.91250938133746
4,NA,0.21447721179624665,19.054607179632484
4,NA,0.23056300268096513,40.7380277804113
4,NA,0.23056300268096513,87.09635899560814
4,NA,0.2359249329758713,186.20871366628694
4,NA,0.23056300268096513,398.1071705534977
4,NA,0.23324396782841822,851.1380382023776
5,NA,0.24664879356568364,1e-4
5,NA,0.23324396782841822,2.1379620895022324e-4
5,NA,0.20107238605898123,4.570881896148752e-4
5,NA,0.18498659517426275,9.77237220955811e-4
5,NA,0.22788203753351208,0.0020892961308540407
5,NA,0.21179624664879357,0.004466835921509635
5,NA,0.2386058981233244,0.009549925860214359
5,NA,0.2064343163538874,0.020417379446695295
5,NA,0.21447721179624665,0.04365158322401661
5,NA,0.19839142091152814,0.09332543007969915
5,NA,0.225201072386059,0.19952623149688808
5,NA,0.1903485254691689,0.426579518801593
5,NA,0.22788203753351208,0.9120108393559097
5,NA,0.21447721179624665,1.9498445997580456
5,NA,0.21179624664879357,4.168693834703355
5,NA,0.20911528150134048,8.91250938133746
5,NA,0.225201072386059,19.054607179632484
5,NA,0.21447721179624665,40.7380277804113
5,NA,0.16353887399463807,87.09635899560814
5,NA,0.2868632707774799,186.20871366628694
5,NA,0.2386058981233244,398.1071705534977
5,NA,0.20911528150134048,851.1380382023776
6,NA,0.257372654155496,1e-4
6,NA,0.18498659517426275,2.1379620895022324e-4
6,NA,0.20911528150134048,4.570881896148752e-4
6,NA,0.2037533512064343,9.77237220955811e-4
6,NA,0.23056300268096513,0.0020892961308540407
6,NA,0.24396782841823056,0.004466835921509635
6,NA,0.2359249329758713,0.009549925860214359
6,NA,0.18230563002680966,0.020417379446695295
6,NA,0.24128686327077747,0.04365158322401661
6,NA,0.2037533512064343,0.09332543007969915
6,NA,0.2064343163538874,0.19952623149688808
6,NA,0.26541554959785524,0.426579518801593
6,NA,0.21983914209115282,0.9120108393559097
6,NA,0.225201072386059,1.9498445997580456
6,NA,0.22788203753351208,4.168693834703355
6,NA,0.2037533512064343,8.91250938133746
6,NA,0.2037533512064343,19.054607179632484
6,NA,0.20911528150134048,40.7380277804113
6,NA,0.2225201072386059,87.09635899560814
6,NA,0.20107238605898123,186.20871366628694
6,NA,0.19571045576407506,398.1071705534977
6,NA,0.2680965147453083,851.1380382023776
7,NA,0.23056300268096513,1e-4
7,NA,0.2225201072386059,2.1379620895022324e-4
7,NA,0.23324396782841822,4.570881896148752e-4
7,NA,0.1876675603217158,9.77237220955811e-4
7,NA,0.21715817694369974,0.0020892961308540407
7,NA,0.2064343163538874,0.004466835921509635
7,NA,0.21179624664879357,0.009549925860214359
7,NA,0.2359249329758713,0.020417379446695295
7,NA,0.21715817694369974,0.04365158322401661
7,NA,0.21179624664879357,0.09332543007969915
7,NA,0.24932975871313673,0.19952623149688808
7,NA,0.18498659517426275,0.426579518801593
7,NA,0.17158176943699732,0.9120108393559097
7,NA,0.21179624664879357,1.9498445997580456
7,NA,0.21983914209115282,4.168693834703355
7,NA,0.2359249329758713,8.91250938133746
7,NA,0.21983914209115282,19.054607179632484
7,NA,0.2225201072386059,40.7380277804113
7,NA,0.2520107238605898,87.09635899560814
7,NA,0.19571045576407506,186.20871366628694
7,NA,0.18230563002680966,398.1071705534977
7,NA,0.2037533512064343,851.1380382023776
8,NA,0.23056300268096513,1e-4
8,NA,0.24396782841823056,2.1379620895022324e-4
8,NA,0.23324396782841822,4.570881896148752e-4
8,NA,0.2037533512064343,9.77237220955811e-4
8,NA,0.21715817694369974,0.0020892961308540407
8,NA,0.22788203753351208,0.004466835921509635
8,NA,0.20911528150134048,0.009549925860214359
8,NA,0.21447721179624665,0.020417379446695295
8,NA,0.2359249329758713,0.04365158322401661
8,NA,0.21715817694369974,0.09332543007969915
8,NA,0.24932975871313673,0.19952623149688808
8,NA,0.20107238605898123,0.426579518801593
8,NA,0.21983914209115282,0.9120108393559097
8,NA,0.16890080428954424,1.9498445997580456
8,NA,0.21179624664879357,4.168693834703355
8,NA,0.23324396782841822,8.91250938133746
8,NA,0.20911528150134048,19.054607179632484
8,NA,0.2064343163538874,40.7380277804113
8,NA,0.21447721179624665,87.09635899560814
8,NA,0.2546916890080429,186.20871366628694
8,NA,0.19571045576407506,398.1071705534977
8,NA,0.2386058981233244,851.1380382023776
9,NA,0.20107238605898123,1e-4
9,NA,0.225201072386059,2.1379620895022324e-4
9,NA,0.21715817694369974,4.570881896148752e-4
9,NA,0.23056300268096513,9.77237220955811e-4
9,NA,0.24396782841823056,0.0020892961308540407
9,NA,0.24128686327077747,0.004466835921509635
9,NA,0.21179624664879357,0.009549925860214359
9,NA,0.2064343163538874,0.020417379446695295
9,NA,0.24396782841823056,0.04365158322401661
9,NA,0.1876675603217158,0.09332543007969915
9,NA,0.23056300268096513,0.19952623149688808
9,NA,0.2225201072386059,0.426579518801593
9,NA,0.19302949061662197,0.9120108393559097
9,NA,0.21179624664879357,1.9498445997580456
9,NA,0.22788203753351208,4.168693834703355
9,NA,0.225201072386059,8.91250938133746
9,NA,0.21447721179624665,19.054607179632484
9,NA,0.1742627345844504,40.7380277804113
9,NA,0.21715817694369974,87.09635899560814
9,NA,0.23056300268096513,186.20871366628694
9,NA,0.2037533512064343,398.1071705534977
9,NA,0.21447721179624665,851.1380382023776
10,NA,0.2359249329758713,1e-4
10,NA,0.2386058981233244,2.1379620895022324e-4
10,NA,0.21715817694369974,4.570881896148752e-4
10,NA,0.19302949061662197,9.77237220955811e-4
10,NA,0.225201072386059,0.0020892961308540407
10,NA,0.2386058981233244,0.004466835921509635
10,NA,0.16890080428954424,0.009549925860214359
10,NA,0.21983914209115282,0.020417379446695295
10,NA,0.225201072386059,0.04365158322401661
10,NA,0.23056300268096513,0.09332543007969915
10,NA,0.2225201072386059,0.19952623149688808
10,NA,0.17962466487935658,0.426579518801593
10,NA,0.24128686327077747,0.9120108393559097
10,NA,0.21715817694369974,1.9498445997580456
10,NA,0.24128686327077747,4.168693834703355
10,NA,0.17158176943699732,8.91250938133746
10,NA,0.19571045576407506,19.054607179632484
10,NA,0.1876675603217158,40.7380277804113
10,NA,0.225201072386059,87.09635899560814
10,NA,0.20911528150134048,186.20871366628694
10,NA,0.2064343163538874,398.1071705534977
10,NA,0.23056300268096513,851.1380382023776
